Sentences,Risk,Risk_Affinity,Likelihood,Consequences
"Next, they will need to be present while component checks are performed (nozzles opened, signal lights turned on, touch screen displays data, etc.)",0,,,
to verify those components work.,0,,,
Crew will then hold a single Astrobee and use its cameras to map a limited area of the ISS.,0,,,
"With a local map in place, crew will oversee some basic mobility tests, including autonomous docking (L1 requirement FFREQ-80).",0,,,
"Once that capability is proven, crew will no longer be required to tend to Astrobee commissioning activities.",0,,,
"Under control from the ground (L1 requirement FFREQ-75), Astrobee will perform increasingly complex mobility maneuvers that will help tune flight software, GNC software, and ground simulators.",0,,,
These tests will also be used to help characterize the system.,0,,,
Astrobee will also be used to incrementally expand its map of the ISS.,0,,,
"The free flyer will be commanded to the edge of its known map to ""peek out"" at unknown territory.",0,,,
The number of increments required to complete a map is the ISS USOS is not known.,0,,,
"However, since no crew time is required to perform incremental mapping, this is not expected to be an issue.",0,,,
"Finally, Astrobee will be demonstrated to its prospective customers.",0,,,
"Astrobee will demonstrate research facility operations (L1 requirement FFREQ-83) for the SPHERES Program, including operations running Guest Science software, as well as with and without a hardware payload.",0,,,
The Astrobee Element is dependent on the Advanced Exploration Systems Logistics Reduction (AES/LR) project having the REALM (RFID reader) payload ready for this demonstration.,0,,,
Astrobee will demonstrate mobile camera operations (L1 requirement FFREQ-89) for the ISS Program and Flight Operations Directorate.,0,,,
"Challenges/Risks The first several ISS activities require crew time, which is not guaranteed and is dependent upon ISS operational constraints involving crew.",1,Programmatic,,
"Priority may be given to other experiments (biological experiments with expiration dates, physiological experiments that require specific crew) or other activities (e.g., unplanned EVAs) may reduce the amount of time available for payloads.",0,,,
"Consequently, the project is planning for significant schedule margin to mitigate this risk.",0,,,
The Astrobee payload demonstration also depends on availability of the AES/LR REALM payload.,1,Programmatic,,
"If this payload is not available, then Astrobee/SPHERES will need to develop its own test payload for the demonstration.",1,Programmatic,,
All ISS payloads must submit a request for the number of crew hours they will require to support their on orbit activies.,0,,,
"Astrobee commissioning activities will be attempted with as little crew time as possible and will follow the appropriate Element control plans (concept of operations, payload integration agreement, etc) as listed in Appendix D:.",0,,,
"There are certain activities that will require crew (Dock installation, system activation, ISS mapping).",0,,,
"However, whenever possible, activities will be remotely controlled from the ground.",0,,,
"If any of these remotely controlled activities fail (e.g., Astrobee fails to find its way back to the Dock), the project may have to ask crew to intervene.",1,Programmatic,,
"The activities will be structured to minimize the risk that crew will be needed, but this approach precludes crew from having to oversee the entirety of Astrobee activities.",0,,,
"Milestones Table 6 Astrobee ISS Commissioning Milestones Controlled Milestone Description Date ----- Installation complete 1/31/2018 ----- Initial ISS mapping complete 3/31/2018 Astrobee-FY18 #1 Astrobee first flight/basic mobility complete 4/30/2018 ----- Astrobee autonomous flight demonstration 6/30/2018 Astrobee FY18 #2 Astrobee operations demonstration 9/15/2018 Robonaut 2 Element HET2 will continue the checkout and maturation of Robonaut 2 (R2), which is currently on ISS.",0,,,
R2 work will focus on demonstrating legged IVA mobility using the climbing legs that were installed during the HET project in August 2014.,0,,,
This work will be performed during FY15 to FY16-Q1.,0,,,
R2 Climbing Task Objectives This task is focused on continuing the checkout and advancement of R2 currently on the ISS.,0,,,
"R2’s legs were recently installed to its torso but R2 has yet to take its first steps so the objective of this task is to demonstrate R2’s ability to climb from hand rail to hand rail gaining experience with climbing gaits, forces and ops concepts.",0,,,
"Approach A series of incrementally challenging maneuvers will be scheduled for R2 beginning with the ungrasping of its currently held handrail, maneuvering away from the handrail and then using its vision system to identify and re-grasp that same handrail.",0,,,
"Eventually, R2 will demonstrate its ability to grasp handrails from an angled approach, avoid obstacles covering handrails, climb from one handrail to the next and maneuver within the ISS Lab module.",0,,,
R2 will also demonstrate its ability to stow and un-stow itself without crew assistance.,0,,,
This task also includes any maintenance required to keep R2 operational on ISS.,0,,,
Crew procedures for on-orbit tests will be developed and practiced on the R2 cert unit (on the ground).,0,,,
Coordination will be performed with the Payload Operations Integration Center at MSFC to obtain procedure approval and to obtain crew time for on-orbit sessions.,0,,,
Challenges/Risks Climbing has been demonstrated on the ground in a laboratory test environment so confidence is high this capability can be demonstrated on-orbit.,0,,,
"There is always risk that hardware may have been damaged during the launch process, but checkout testing to date on the ISS has shown no indication of damage.",1,Technical,,
"Maneuvering within the Space Station modules, given the clutter of cables and equipment, will be a challenge R2 will have to overcome.",1,Technical,,
The risk is R2 may be limited in its ability to navigate through the modules without crew assistance in clearing a translation path.,1,Technical,,
Milestones Table 7.,0,,,
R2 Climbing Task Milestones Controlled Milestone Description Date ––––– Move one End Effector to adjacent handrail 12/31/2014 ––––– Leg vision integration 1/31/2015 ––––– 60 deg – multi grip handrail grab 2/28/2015 R2-FY15 #1 Self-stow/unstow 5/30/2015 ––––– Avoid obstacle on handrail 5/30/2015 ––––– Path planning integration 7/31/2015 R2-FY15 #2 Multiple steps 9/30/2015 ––––– Crew procedures for power fault troubleshooting 11/30/2015 R2 IVA Task Development Objectives R2 demonstrated its ability to manipulate crew interfaces and tools during the HET project (TDM).,0,,,
"Thus, the objective of this task is demonstrate that R2 can successfully perform a complex IVA task that the ISS Program would like to perform robotically.",0,,,
Approach Work with the ISS Program to identify an IVA task that R2 can perform without crew assistance.,0,,,
"Ideally, the task will be one that is also relevant to EVA work.",0,,,
Perform a ground demonstration using the R2 Certification unit to define the required procedures before progressing to the on-orbit demonstration.,0,,,
Challenges/Risks Transitioning from a technology demonstration to an operational system is a significant challenge.,1,Technical,,
Successfully performing a task without crew intervention and also reducing crew workload is critical to proving the utility of R2.,1,Technical,,
"A key risk is that R2 will not be robust enough to operate repeatedly without crew intervention (e.g., system reboots).",1,Technical,,
Milestones Table 8.,0,,,
"R2 IVA Task Development Milestones Controlled Milestone Description Date ––––– IVA task selection 10/31/2014 R2-FY15 #3 Ground demonstration 6/30/2015 ––––– On-orbit initial trial 8/30/2015 R2 Efficient Programming Objectives This task will focus on developing software advances necessary to support R2 climbing and IVA task execution including machine vision, obstacle avoidance/path planning and integrated supervisory control interfaces.",0,,,
Approach Recent R2 hardware upgrades (increased computing capacity) and software upgrades (transition to open source Robot Operating System (ROS)) have paved the way for greatly enhancing the control of R2.,0,,,
"Taking advantage of new capabilities in ROS, including the infusion of algorithms developed by other ROS users, and on-board data processing will allow for more robust path planning and machine vision for R2 and “point and click” supervisory interfaces for ground controllers.",0,,,
An incremental approach will be used to increase the level of autonomy on R2.,0,,,
"Software developed in the lab will transition to the R2 simulation for evaluation, then proceed to certification testing prior to uplink to ISS.",0,,,
The goal is to reach a level of autonomy where ground support is only assisting the robot 5% of the time.,0,,,
"During FY16-Q1, activities to position the ISS R2 unit as an exploration IVA dexterous mobile testbed on ISS will be performed.",0,,,
Mobility software demonstrated as part of the FY15 IVA ground demonstration will be modified to increase robustness and additional supervisory features will be added to improve handrail-to-handrail climbing.,0,,,
The affordance template technique used for manipulation will be implemented with handrail templates allowing the human operator to supervise the selection of handrails.,0,,,
Extensive ground testing will be performed to ensure readiness for use on-orbit.,0,,,
Challenges/Risks Developing robust path planning and obstacle avoidance software algorithms is a major challenge.,1,Technical,,
Creating software to parameterize possible grasps will also be key to developing a supervisory control interface that is easily adaptable to real time situations.,1,Technical,,
"The risk is that R2’s safety control and monitoring system limits its capabilities, reducing its effectiveness and ability to quickly respond to on-orbit requests for support.",1,Technical,,
Milestones Table 9.,0,,,
R2 Efficient Programming Milestones Controlled Milestone Description Date ––––– Updated R2 simulation 11/30/2014 ––––– Vision architecture implemented 3/31/2015 ––––– Grasp planning library 5/31/2015 ––––– Integrated supervisory control interfaces 8/31/2015 ––––– Supervised midrange handrail localization 12/31/2015 Performance The HET2 Key Performance Parameters (KPP) for Astrobee are listed in Table 10.,0,,,
"This table shows the current state-of-the-art (represented by the SPHERES free-flyer currently on ISS), project threshold values (minimum success), and project goal (full success).",0,,,
Maximum velocity is based on the speed required by research payload users and flight controllers.,0,,,
"Flight time represents performance needs to conduct ISS Flight Operations Directorate (FOD) tasks, such as providing camera views of astronauts doing a maintenance task.",0,,,
The flight time allows sufficient time for Astrobee to fly to any location with ISS (and get back afterwards).,0,,,
"Dock and resupply indicates whether (or not) crew time is required for replenishment of consumables (e.g., electrical power).",0,,,
Number of expansion ports represents the number of payloads that can be hosted.,0,,,
Consumables used per test session represents the quantity of supporting consumables that must be upmassed to support one operational session.,0,,,
ISS operational space represents the volume in which a ISS free flyer can operate.,0,,,
"Key Performance Parameters (Astrobee) Parameter State of the Art (SPHERES) Threshold Value (Minimum success) Project Goal (Full success) Maximum velocity 4 cm/sec 10 cm/sec 40 cm/sec Flight time 0.5 hr 2 hr 5 hr Dock & resupply Crew tended Crew tended Autonomous # of expansion ports 1 2 4 Consumables used per test session 6 0 0 ISS operational space 2m x 2m x 2m JEM, US Lab, and Node 2 All USOS The HET2 Key Performance Parameters (KPP) for Robonaut 2 are listed in Table 11.",0,,,
"This table shows the current state-of-the-art (represented by Robonaut 2 experience to date), project threshold values (minimum success), and project goal (full success).",0,,,
"These KPPs are important for Robonaut to achieve because they demonstrate Robonaut’s independent mobility capability, including self-stowing and un-stowing.",0,,,
Mobility is important because it allows Robonaut to maneuver inside the spacecraft and get into position to perform various tasks and also extends to an EVA Robonaut where crew intervention will not be readily available.,0,,,
The KPPs also address the ISS Program’s desire to reduce the impact Robonaut operations have on crew time in the near term and to help eventually reduce crew time in the long term by performing a task that would otherwise be performed by the crew.,0,,,
Key Performance Parameters (Robonaut 2) Parameter State of the Art (Robonaut 2 / 2014) Threshold Value (Minimum success) Project Goal (Full success) Use vision to identify handrail and grab it 0 3 5 Use vision to grab handrail from angled approach 0 1 3 R2 un-stows itself from rack without crew assistance crew performed without crew assistance once without crew assistance multiple times R2 stows itself in rack without crew assistance crew performed without crew assistance once without crew assistance multiple times Vision system identifies obstacle covering handrail and plans around it resulting in proper grasp 0 1 1 R2 performs a complex IVA task 0 1 1 The Technology Readiness Level (TRL) advancement for Astrobee is detailed in Table 12 (Astrobee).,0,,,
The table shows the change in TRL from project start to finish for key component/subsystem technologies.,0,,,
TRL Advancement (Astrobee) Project Technology Start TRL End TRL Rationale for TRL step Vision based navigation for IVA operations 3 4 Prototype 4 testing completed in ground facilities 4 6 Cert Unit testing completed in ground facilties 6 8 Flight Units tested on ISS Fan based propulsion for microgravity 3 4 Prototype 3 testing completed in ground facilities 4 6 Cert Unit testing completed in ground facilities 6 8 Flight Units tested on ISS ISS 3-D path planning 3 4 Prototype 4 testing completed in ground facilities 4 6 Cert Unit testing completed in ground facilities 6 8 Flight Units tested on ISS Zero-g robotic perching 3 4 Prototype 4 testing completed in ground facilities 4 6 Cert Unit testing completed in ground facilities 6 8 Flight Units tested on ISS ISS free-flying robotic system 3 4 Prototype 4 testing completed in ground facilities 4 6 Cert Unit testing completed in ground facilities 6 8 Flight Units tested on ISS The TRL advancement for Robonaut 2 is described in Table 13.,0,,,
The table shows the change in TRL from project start to finish for key component/subsystem technologies.,0,,,
TRL Advancement (Robonaut 2) Project Technology Start TRL End TRL Rationale for TRL step Robot dexterity and leg end-effector grasping of handrails 4 6 R2 on-orbit demonstration grasping handrail nominally and at 60 deg.,0,,,
angled approach.,0,,,
Autonomous task software 4 6 R2 on-orbit demonstration of path planning capabilities (handrail grasp with obstacle avoidance).,0,,,
Sensing 4 6 R2 on-orbit demonstration of leg vision object recognition and position estimation.,0,,,
Climbing 4 6 R2 on-orbit demonstration of system performance over multiple steps.,0,,,
Systems Engineering The HET2 project complies with NASA NPR 7123.1B (Systems Engineering).,0,,,
"Element leads develop requirements, KPPs, and products that are reviewed and concurred by the PM.",0,,,
"All software developed by HET2 will be managed according to NPR 7150.2A (NASA Software Engineering), plus any center-specific processes.",0,,,
The final class of each code will be determined according to its level of maturity and intended use.,0,,,
"In most cases, the appropriate NASA line organization will be responsible for ensuring compliance, although HET2 will work with the line organizations to facilitate compliance.",0,,,
HET2 will conduct Periodic Technical Reviews (PTR) in accordance with NPR 7123.1 As a NPR 7120.8 project HET2 does not conduct the same gate reviews as a 7120.5 flight project.,0,,,
"However, since HET2 will test and demonstrate systems on the ISS, it may be appropriate to do reviews that are similar to a subset of 7120.5 reviews: System Requirements Review (SRR), Preliminary Design Review (PDR), Critical Design Review (CDR), etc.",0,,,
The PTRs for each Element will be planned and chaired by the respective Element lead.,0,,,
"The lead is also responsible for identifying deliverables, entrance and exit criteria for each review.",0,,,
Management Approach The HET2 project is managed in accordance with NPR 7120.8.,0,,,
"Additionally, all HET2 on-orbit activities must comply with ISS Payloads processes.",0,,,
"These processes are typically more complex than NPR 7120.8 requirements, and they include requirement verification, system and operations validation, and safety certification.",0,,,
Organizational Structure The organization structure for the HET2 is shown in Figure 1.,0,,,
The Game Changing Development Program Manager at the Langley Research Center (LARC) is responsible for program implementation and oversight for the Space Technology Missions Directorate (STMD) at NASA Headquarters (HQ).,0,,,
The Ames Research Center (ARC) leads and executes HET2.,0,,,
"Staff includes civil servants and contractors at ARC, Jet Propulsion Laboratory (JPL), and the Johnson Space Center (JSC).",0,,,
Organizational Structure Roles and responsibilities for HET2 are described in Table 14.,0,,,
The HET2 Project Manager (PM) reports to the GCD PEM.,0,,,
"The HET2 Deputy PM and Center Points of Contact (POCs) provide support for technical execution planning, monitoring, and reporting.",0,,,
The Astrobee and Robonaut 2 Element Leads are responsible for technical execution of a project element.,0,,,
"The HET2 Independent Review Board (IRB) serves as an independent technical authority to provide the GCD Chief Engineer (CE) with feedback on project progress, engineering methodology (specifications, rules, best practices, etc), and technical and programmatic (resources, risk, schedule, etc).",0,,,
"In addition to technical authority through GCD, each of the performing centers has technical authority reporting paths through each center’s line management.",0,,,
Roles and Responsibilities Title Name Responsibility GCD Program Manager Redacted Project plan approval authority.,0,,,
Chair of GCD Program Control Board (GPCB) for resource/schedule/deliverable changes.,0,,,
STMD Robotics Principal Technologist (PT) Redacted Sets the project's technical objectives and direction.,0,,,
Participates in project continuation reviews.,0,,,
GCD Chief Engineer (CE) Redacted Program Engineering Technical Authority for NASA engineering requirements and waivers.,0,,,
GCD Chief Safety Officer (CSO) Redacted Program Safety Technical Authority for safety requirements and waivers.,0,,,
"GCD Program Element Manager (PEM) Redacted Primary GCD contact with the Project for insight and oversight, including continuation (board chair), closeout reviews and change requests.",0,,,
Project Manager (PM) Redacted Responsible for executing this project plan to ensure project success.,0,,,
"Authority over project decisions consistent with the scope, technical deliverables, cost and schedule described in this plan.",0,,,
Responsible for reporting to the PEM and GCD Program Manager as required.,0,,,
Deputy Project Manager Redacted Supports technical execution of the project consistent with NASA policy and engineering practices.,0,,,
"Assists with planning, monitoring, and reporting.",0,,,
Reports to the PM.,0,,,
Element Leads Redacted Responsible for executing a project element to ensure project element success.,0,,,
"Authority over project element decisions consistent with the scope, deliverables, cost and schedule described in the HET2 project plan.",0,,,
"Reports to the PM, PI, and GCD Director as required.",0,,,
"Center Points of Contact Redacted Responsible for working Center level issues (reporting, task agreements, coordination with management, etc.)",0,,,
Technical Authority Redacted Independent technical authority for the project.,0,,,
Contributes to Continuation Review inputs.,0,,,
Reports to the GCD Chief Engineer.,0,,,
"Reporting Project Reporting A set of milestones will be agreed upon with each Element and participating Center, along with associated deliverables, metrics, start and due dates, dependencies and a schedule of forecasted costing.",0,,,
Centers will notify the PM with as much advance notice as possible of any issue or threat to the timeliness of delivery.,0,,,
"Annually Programmatic support, as required Quarterly Inputs for the HET2 quarterly report (technical progress, cost, schedule, risks) Weekly HET2 Center and Element Leads shall report to the HET2 PM on a weekly basis through a management teleconference and e-mail status inputs.",0,,,
A written summary will then be submitted to GCD.,0,,,
"As Required Inputs for controlled (Level 1) milestone reports Inputs for any on-orbit ISS session (Level 2) reports Inputs for any problem report Inputs for the HET Final Report Programmatic Reporting The annual review cycle is established to facilitate decision making needed to formulate, advocate and implement the overall Program and ensure each Project is aligned to the maximum extent with GCD requirements and needs within the funding allocated.",0,,,
"The annual review cycle includes three main elements: Planning, Programming, Budgeting, and Execution (PPBE), Project plans, and Status Review.",0,,,
PPBE submits The HET2 Project shall modify and update a PPBE plan for work planned the following Fiscal Year (FY) and estimates for work to be performed in the remaining years of the project life cycle.,0,,,
"The PPBE plan shall include objectives, technical approach, milestones and deliverables, and funding required by Work Breakdown Structure (WBS) Element and Sub element and by Center for Full Time Equivalent (FTE), Work Year Equivalent (WYE), procurement, and travel.",0,,,
Project plans The HET2 Project Plan shall be created and submitted to GCD management for review and concurrence.,0,,,
The HET2 Project Plan will be updated as needed.,0,,,
"Quarterly The project will provide quarterly reporting on technical, cost, schedule and risk status.",0,,,
"The quarterly report shall contain non-proprietary technical information/content accomplishments, performance to plan, issues, and near-term plans.",0,,,
"The report shall also contain an update on project metrics (KPP, TRL, etc).",0,,,
"As Needed List of accomplishments, upcoming events, and issues, delivered to GCD Controlled (Level 1) milestone reports will be submitted to GCD management.",0,,,
The HET2 Final Report will be submitted within 90 days of the last Level 1 milestone.,0,,,
"The final report will include demonstration data to verify that objectives were met, KPPs were reached, TRL advancements were completed, technology gap assessments and conclusions.",0,,,
Reviews The project will conduct Periodic Technical Reviews (PTR) as needed for each Element.,0,,,
"Each PTR will assess technical development, progress towards KPPs, and TRL maturation.",0,,,
The Project Manager and Element Lead will develop requirements and success criteria prior to conducting a PTR.,0,,,
"Each PTR will be led by the Element Lead and will include internal (HET2) and external (STMD, GCD, Center management, collaborators, stakeholders, and subject matter experts) participation as appropriate.",0,,,
The project will conduct yearly Continuation Reviews in FY15 and FY16.,0,,,
"These reviews will focus on accomplishments, progress against project objectives, Key Performance Parameters (KPP) and technology maturation for the previous year, and risks, budget, and schedule for both the previous and upcoming years.",0,,,
"The Continuation Reviews will be led by the Project Manager and will include internal (HET2) and external (STMD, GCD, Center management, collaborators, stakeholders, and subject matter experts) participation as appropriate.",0,,,
The project will conduct a Closeout Review in FY17.,0,,,
The HET2 Final Report will be the deliverable for the Closeout Review.,0,,,
"The review will focus on project accomplishments, evidence of successful completion of project objectives and KPPs, and Technology Readiness Level (TRL) advancement.",0,,,
The project will also provide lessons learned in accordance with NPR 7120.6 Lessons Learned Process.,0,,,
"The Closeout Review will be led by the Project Manager, and will include internal (HET2) and external (STMD, GCD, Center management, collaborators, stakeholders, and subject matter experts) participation as appropriate.",0,,,
Risk Management HET2 will perform risk management in accordance with NPR 8000.4A (Agency Risk Management Procedural Requirements).,0,,,
"HET2 will use Continuous Risk Management to identify, track and mitigate risks.",0,,,
"Each HET2 Element will develop and maintain a Risk List, which will describe the risk #, description, likelihood by consequence (LxC) score, handling strategy (mitigate, watch, accept, etc.",0,,,
"), action plan (contingency or mitigation plan) and status.",0,,,
"The risk lists will be reviewed monthly and updated to reflect newly identified risks, assessment-ranking changes, and status of the respective mitigation plans.",0,,,
The top Project Risks and status will be reported in the quarterly report.,0,,,
"Configuration Management HET2 will define, identify, prepare, control, and disposition project records in accordance with NPD 1440.6 (NASA Records Management), NPR 1441.1 (Records Retention Schedules), and the GCDP Configuration and Data Management Plan (GCDP-01-CDMP).",0,,,
Project management documentation will be stored on LARC’s NX Repository.,0,,,
"At project termination, archiving of documentation will be completed per NPR 1441.1D (NASA Records Retention Schedules).",0,,,
The approving authority identified in the Change Log may approve updates to products under configuration control.,0,,,
Peer reviews may be conducted for some products.,0,,,
"ARC as the host center will use library, configuration management, and reporting procedures compatible with GCD requirements.",0,,,
Each participating center will use their center’s procedures for capturing and maintaining products under configuration control.,0,,,
Resource Requirements Funding Requirements The costs and schedule for this project were planned with a resources loaded schedule that includes appropriate reserves commensurate with project phase and risk.,0,,,
"With that said, unforeseen challenges may arise in any advanced technology project that exhaust planned resources.",1,Cost,,
In these cases the project will submit at Change Request to the GCD Program to request additional resources and/or reduce project scope.,0,,,
The life-cycle cost (LCC) for HET2 is summarized in Table 15.,0,,,
These costs do not include the SUPERball Bot task managed by HET2.,0,,,
"The LCC shows New Obligation Authority (NOA) in full-cost, real-year dollars for FY15-18 in terms of travel, procurement, and civil servant labor at the three performing centers (ARC, JPL, and JSC).",0,,,
"The table also indicates estimated work force, in terms of civil servants (FTE) and support service contractors (WYE).",0,,,
Resources for Astrobee are split between ARC and JPL.,0,,,
Resources for Robonaut 2 are all held at JSC.,0,,,
"Project Resource Allocations Astrobee External Resources In addition to Astrobee life cycle costs funded by GCD, Astrobee element also leverages external funding and resources that directly contribute to Astrobee planning, development, testing, or indirectly by contributing to the success of Astrobee testing and operations.",0,,,
"The HEOMD SPHERES Program is dedicating approximately $1.8M for two WYE who will actively participate on Astrobee team in the areas of requirements development, Astrobee design, development and testing.",0,,,
"The SPHERES Program also provides the use of test beds, operations integration support, and sustaining engineering.",0,,,
"During FY17-18, the SPHERES Program will support (external to the HET2 project) the production of a third Astrobee flight unit, flight spares, and SPHERES-to-Astrobee Facility preparation activities.",0,,,
The HEOMD AES Logistics Project is providing a RFID Reader that will be attached to Astrobee to assist with automated logistics management.,0,,,
"The Logistics Project is dedicating 6 FTE and approximated $1M to develop, test and integrate the RFID Reader onto Astrobee.",0,,,
The HEOMD AES Autonomous Systems Operations (ASO) Project is dedicating approximately $1.6M for contractor support on RFID data management.,0,,,
"This project work, which receives data from the RFID Reader mounted to Astrobee, and assesses how such data can feed into the ISS Inventory Management System (IMS), contributes to the overall success of automated logistics management.",0,,,
"Finally, the ISS Program provides a variety of resources (at no cost to the project) including crew hours, testing support (e.g., networking tests in the Joint Station LAN laboratory) at JSC, payload integration and launch costs.",0,,,
Robonaut 2 External Resources Robonaut 2 is leveraging off of previous investments from the ISS Program and General Motors who were strong partners during Robonaut 1 and 2 developments.,0,,,
The ISS Program contributed $33M in FY10-FY13.,0,,,
"Though funding from the ISS Program has ceased, they continue to provide a variety of resources (at no cost to the project) including crew hours, testing support (e.g., networking tests in the Joint Station LAN laboratory) at JSC, payload integration and launch costs.",0,,,
Additional partnerships are also being pursued with external (non-NASA) agencies and corporations.,0,,,
Institutional Requirements Astrobee Astrobee will utilize several unique Ames Research Center (ARC) facilities for prototype development and testing.,0,,,
These facilities already exist and are used for small satellite development and testing.,0,,,
Some of these facilities may require modification to be used with Astrobee.,0,,,
Astrobee will require the use of the ARC SPHERES Granite Lab located in ARC Building N269.,0,,,
This lab has an air-bearing table used for 2-DOF testing of satellites that sit on an air-bearing pallet.,0,,,
"This allows the satellite to translate along the x and y-axes, and yaw about the z-axis.",0,,,
"The SPHERES Granite Lab is actively used by the SPHERES Program, and as the primary Astrobee customer, they will modify the lab to conduct Astrobee testing as well.",0,,,
Astrobee will also require the use of the ARC Micro Gravity Test Facility (MGTF) located in ARC Building N269.,0,,,
"This lab suspends a satellite in free space, which allows testing translation in three axes, as well as yaw about the z-axis.",0,,,
"This lab is maintained by the SPHERES Program, and will be upgraded for Astrobee.",0,,,
Additional ground based testing will be performed in the ARC Generalized Nanosatellite Testbed (GNAT) located in ARC Building N213.,0,,,
"This lab is used for avionics, software and sensor testing.",0,,,
"This lab also includes a spherical air bearing, which will be used to test pointing in 3 axes.",0,,,
"Finally, Astrobee has already been approved as a payload, and specific Astrobee requirements for ISS integration are being documented in a ISS Payload Integration Agreement (PIA).",0,,,
"Robonaut 2 Existing JSC facilities will be used for R3 development including the Robonaut 2 (R2) development lab (JSC Building 32), R2 test lab (JSC Building 9 High Bay) and Robonaut Control Center (JSC Building 9, Room 3112), and the Joint Station LAN Lab (JSC Sonny Carter Training Facility).",0,,,
Schedule The HET2 key events are shown in summary in Figure 2.,0,,,
A schedule slip of Program-controlled (Level 1) milestones requires approval from the GCD Program Control Board.,0,,,
The project manager will fill out a GCDP Change Request and the Program Control Board will disposition the Change Request.,0,,,
"Key HET2 events Astrobee During FY15, two controlled (Level 1) milestones were achieved: (1) Completion of Prototype 2 testing, and (2) Completion of Prototype 3 testing.",0,,,
"In addition, two Periodic Technical Reviews (PTR) were conducted.",0,,,
"PTR #1 reviewed system/subsystem requirements, Prototype 2 test results, and Prototype 3 test plans.",0,,,
"PTR #2 reviewed Astrobee preliminary design, Prototype 3 test results, and Prototype 4 test plans.",0,,,
"During FY16, one controlled milestone will be achieved; completion of Prototype 4 testing.",0,,,
"PTR #3 will review Prototype 4 test results, Cert and Flight Unit development plans, and Cert and Flight Unit testing plans.",0,,,
"During FY17, two controlled milestones will be achieved: (1) Completion of Cert Unit testing and (2) Completion of Flight Unit testing.",0,,,
"PTR #4 will review Cert Unit test results, and PTR #5 will close out the Element work.",0,,,
"During FY18, two controlled milestones will be achieved: (1) Astrobee’s first flight and basic mobility test and (2) Astrobee operations demonstration.",0,,,
"Robonaut 2 During FY15, three controlled (Level 1) milestones were achieved: (1) Demonstration of self-stowage and un-stowage operations (ground test), (2) Demonstration of multiple step operations (ground test), and (3) Demonstration of an ISS relevant IVA task performed (ground test).",0,,,
Work Breakdown Structure The Work Breakdown Structure (WBS) for HET2 is shown in Figure 3.,0,,,
The project is split into two Elements (Astrobee and Robonaut 2) under WBS 210935.,0,,,
"In addition, the project may implement task agreements for exploratory technical work, i.e., research and development that is not core, nor critical to the two Elements.",0,,,
WBS Structure The HET2 WBS Dictionary is given in Table 16.,0,,,
Astrobee research and development (WBS 210935.04.xx.01) is managed at ARC (WBS 219035.04.01.01).,0,,,
R2 research and development (WBS 210935.04.xx.02) is managed at JSC (WBS 219035.04.05.02).,0,,,
"WBS Dictionary WBS Element Title Description 219035 Human Exploration Telerobotics 2 (HET2) Project to develop advanced, remotely operated robots to improve human exploration 219035.04 HET2 Technology Development Technology development within HET2 219035.04.xx.01 Astrobee Development of a new IVA free-flying robot for the ISS 219035.04.01.01 Astrobee (ARC) Element project management (budget, schedule, risk), systems engineering (requirements, architecture, integration), development, testing, safety and mission assurance.",0,,,
"219035.04.10.01 Astrobee (HQ) Astrobee cooperative agreements and contracts 219035.04.11.01 Astrobee (JPL) Astrobee data communications and robot user interface development 219035.04.05.01 Astrobee (JSC) Astrobee integration and testing 219035.04.xx.02 Robonaut 2 Development of a new IVA / EVA dexterous humanoid robot for the ISS 219035.04.01.02 Robonaut 2 (ARC) Robonaut 2 engineering support at ARC 219035.04.11.02 Robonaut 2 (JPL) Robonaut 2 engineering support at JPL 219035.04.05.02 Robonaut 2 (JSC) Element project management (budget, schedule, risk), systems engineering (requirements, architecture, integration), development, testing, safety and mission assurance.",0,,,
210935.04.xx.03 Task Agreements Exploratory technical work 210935.04.01.03 Task Agreement (ARC) Task agreement work performed at ARC.,0,,,
"Strategy for Technology Transition Technology transfer includes any systems, applications or data that is used in support of technology that is transferred in or out of the project.",0,,,
"For technology that is transferred into the project, HET2 will document the following in the respective Element engineering and design documents: Identification and description of the technology TRL advancements Integration plans For technology that is transferred out of the project, HET2 will document the following in the Project Final Report: Identification and description of the technology and deliverable TRL advancement and infusion readiness assessments Identification of beneficiaries and infusion points Description of any efforts to support beneficiaries (during or after project life cycle) HET2 may also employ other means for releasing information and technology out of the project such as: Technical publications: HET2 will publish technical papers that describe HET2 technology development efforts, and present those at conferences.",0,,,
Open source releases: HET2 will strive to release non-proprietary data and software in open source repositories to further benefit the education communities and general public.,0,,,
"Collaborations: HET2 will, as appropriate, share non-proprietary data, technology, plans and results with HET2 collaborative partners.",0,,,
More information on the ISS commissioning activities and technology transition to AES/SPHERES Program are described in the Astrobee document IRG-FF047 Astrobee Technology Transition Plan.,0,,,
"Security Plan The HET2 project shall manage all IT in a cost-effective manner that ensures an appropriate level of integrity, confidentiality, and availability of information.",0,,,
"The project will follow Agency and Center policies, procedures and requirements to protect NASA information and information technology systems in a manner that is commensurate with the sensitivity, value, and criticality of the information.",0,,,
"Safety Plan As ISS payloads, all HET2 deliverables and operations are expected to meet all ISS Safety and Mission Assurance (SMA) requirements.",0,,,
The ISS Payload Safety Panel Reviews are critical reviews during the ISS certification process.,0,,,
Each team will also follow the policies and procedures regarding SMA at their respective NASA Center.,0,,,
